 -7.5000000e+001	 -1.1086650e+001	
 -7.4000000e+001	 -1.1146862e+001	
 -7.3000000e+001	 -1.1205520e+001	
 -7.2000000e+001	 -1.1262625e+001	
 -7.1000000e+001	 -1.1318174e+001	
 -7.0000000e+001	 -1.1372169e+001	
 -6.9000000e+001	 -1.1424610e+001	
 -6.8000000e+001	 -1.1475495e+001	
 -6.7000000e+001	 -1.1524826e+001	
 -6.6000000e+001	 -1.1572600e+001	
 -6.5000000e+001	 -1.1618820e+001	
 -6.4000000e+001	 -1.1663483e+001	
 -6.3000000e+001	 -1.1706590e+001	
 -6.2000000e+001	 -1.1748140e+001	
 -6.1000000e+001	 -1.1788133e+001	
 -6.0000000e+001	 -1.1826569e+001	
 -5.9000000e+001	 -1.1863448e+001	
 -5.8000000e+001	 -1.1898768e+001	
 -5.7000000e+001	 -1.1932529e+001	
 -5.6000000e+001	 -1.1964732e+001	
 -5.5000000e+001	 -1.1995375e+001	
 -5.4000000e+001	 -1.2024457e+001	
 -5.3000000e+001	 -1.2051978e+001	
 -5.2000000e+001	 -1.2077938e+001	
 -5.1000000e+001	 -1.2102335e+001	
 -5.0000000e+001	 -1.2125169e+001	
 -4.9000000e+001	 -1.2146439e+001	
 -4.8000000e+001	 -1.2166143e+001	
 -4.7000000e+001	 -1.2184281e+001	
 -4.6000000e+001	 -1.2200852e+001	
 -4.5000000e+001	 -1.2215853e+001	
 -4.4000000e+001	 -1.2229283e+001	
 -4.3000000e+001	 -1.2241142e+001	
 -4.2000000e+001	 -1.2251426e+001	
 -4.1000000e+001	 -1.2260134e+001	
 -4.0000000e+001	 -1.2267264e+001	
 -3.9000000e+001	 -1.2272813e+001	
 -3.8000000e+001	 -1.2276778e+001	
 -3.7000000e+001	 -1.2279157e+001	
 -3.6000000e+001	 -1.2279945e+001	
 -3.5000000e+001	 -1.2279139e+001	
 -3.4000000e+001	 -1.2276734e+001	
 -3.3000000e+001	 -1.2272726e+001	
 -3.2000000e+001	 -1.2267109e+001	
 -3.1000000e+001	 -1.2259876e+001	
 -3.0000000e+001	 -1.2251020e+001	
 -2.9000000e+001	 -1.2240534e+001	
 -2.8000000e+001	 -1.2228408e+001	
 -2.7000000e+001	 -1.2214631e+001	
 -2.6000000e+001	 -1.2199192e+001	
 -2.5000000e+001	 -1.2182076e+001	
 -2.4000000e+001	 -1.2163268e+001	
