1	-5156
2	-5156
3	-5156
4	-5156
5	-5156
6	-5156
7	-5156
8	-5156
9	-5156
10	-5156
11	-5156
12	-5156
13	-5156
14	-5156
15	-5157
16	-5157
17	-5156
18	-5156
19	-5156
20	-5156
21	-5156
22	-5156
23	-5156
24	-5156
25	-5156
26	-5156
27	-5156
28	-5156
29	-5156
30	-5156
31	-5157
32	-5157
33	-5158
34	-5158
35	-5159
36	-5159
37	-5156
38	-5156
39	-5157
40	-5161
41	-5157
42	-5157
43	-5159
44	-5159
45	-5160
46	-5160
47	-5161
48	-5161
49	-5166
50	-5166
51	-5167
52	-5167
53	-5168
54	-5168
55	-5175
56	-5175
57	-5175
58	-5175
59	-5176
60	-5176
61	-5173
62	-5173
63	-5173
64	-5173
65	-5175
66	-5175
67	-5175
68	-5175
69	-5176
70	-5176
71	-5173
72	-5173
73	-5175
74	-5175
75	-5175
76	-5175
77	-5176
78	-5176
79	-5176
80	-5176
81	-5177
82	-5177
83	-5176
84	-5176
85	-5179
86	-5179
87	-5181
88	-5181
89	-5181
90	-5181
91	-5182
92	-5182
93	-5181
94	-5181
95	-5176
96	-5176
97	-5176
98	-5175
99	-5176
100	-5176
101	-5176
102	-5176
103	-5176
104	-5176
105	-5176
106	-5176
107	-5176
108	-5176
109	-5179
110	-5179
111	-5176
112	-5176
113	-5176
114	-5176
115	-5176
116	-5176
117	-5177
118	-5177
119	-5175
120	-5175
121	-5176
122	-5176
123	-5176
124	-5176
125	-5176
126	-5181
127	-5176
128	-5176
129	-5176
130	-5176
131	-5176
132	-5176
133	-5177
134	-5177
135	-5178
136	-5178
137	-5179
138	-5176
139	-5181
140	-5181
141	-5181
142	-5181
143	-5182
144	-5182
145	-5183
146	-5183
147	-5181
148	-5181
149	-5182
150	-5182
151	-5186
152	-5186
153	-5188
154	-5188
155	-5188
156	-5188
157	-5189
158	-5189
159	-5190
160	-5190
161	-5188
162	-5188
163	-5189
164	-5189
165	-5188
166	-5188
167	-5189
168	-5189
169	-5190
170	-5190
171	-5191
172	-5191
173	-5188
174	-5188
175	-5189
176	-5189
177	-5190
178	-5190
179	-5197
180	-5191
181	-5188
182	-5188
183	-5197
184	-5197
185	-5197
186	-5197
187	-5189
188	-5189
189	-5197
190	-5197
191	-5197
192	-5197
193	-5197
194	-5197
195	-5197
196	-5197
197	-5197
198	-5197
199	-5197
200	-5197
201	-5197
202	-5197
203	-5197
204	-5197
205	-5210
206	-5210
207	-5205
208	-5205
209	-5210
210	-5210
211	-5217
212	-5217
213	-5217
214	-5217
215	-5218
216	-5218
217	-5219
218	-5219
219	-5217
220	-5217
221	-5221
222	-5221
223	-5222
224	-5222
225	-5223
226	-5223
227	-5221
228	-5221
229	-5222
230	-5222
231	-5223
232	-5223
233	-5222
234	-5222
235	-5223
236	-5223
237	-5223
238	-5223
239	-5222
240	-5222
241	-5222
242	-5222
243	-5223
244	-5223
245	-5224
246	-5224
247	-5229
248	-5229
249	-5222
250	-5222
251	-5231
252	-5231
253	-5222
254	-5222
255	-5238
256	-5238
257	-5239
258	-5239
259	-5240
260	-5240
261	-5238
262	-5238
263	-5239
264	-5239
265	-5238
266	-5238
267	-5239
268	-5239
269	-5240
270	-5240
271	-5240
272	-5240
273	-5238
274	-5238
275	-5239
276	-5239
277	-5240
278	-5240
279	-5240
280	-5240
281	-5238
282	-5238
283	-5238
284	-5238
285	-5240
286	-5240
287	-5240
288	-5240
289	-5240
290	-5240
291	-5242
292	-5242
293	-5242
294	-5242
295	-5240
296	-5240
297	-5240
298	-5240
299	-5240
300	-5240
301	-5240
302	-5240
303	-5188
304	-5242
305	-5189
306	-5189
307	-5190
308	-5190
309	-5188
310	-5188
311	-5240
312	-5240
313	-5238
314	-5238
315	-5239
316	-5239
317	-5240
318	-5240
319	-5240
320	-5240
321	-5197
322	-5197
323	-5197
324	-5197
325	-5197
326	-5197
327	-5197
328	-5197
329	-5198
330	-5198
331	-5221
332	-5221
333	-5210
334	-5210
335	-5222
336	-5222
337	-5223
338	-5223
339	-5223
340	-5223
341	-5210
342	-5210
343	-5217
344	-5217
345	-5217
346	-5217
347	-5217
348	-5217
349	-5218
350	-5218
351	-5219
352	-5219
353	-5220
354	-5220
355	-5221
356	-5221
357	-5222
358	-5222
359	-5223
360	-5223
361	-5223
362	-5223
363	-5222
364	-5222
365	-5222
366	-5222
367	-5222
368	-5222
369	-5221
370	-5221
371	-5222
372	-5222
373	-5223
374	-5223
375	-5223
376	-5223
377	-5222
378	-5222
379	-5223
380	-5223
381	-5224
382	-5224
383	-5235
384	-5235
385	-5229
386	-5229
387	-5230
388	-5230
389	-5238
390	-5238
391	-5239
392	-5239
393	-5240
394	-5240
395	-5231
396	-5231
397	-5235
398	-5235
399	-5238
400	-5238
401	-5237
402	-5237
403	-5238
404	-5238
405	-5239
406	-5239
407	-5240
408	-5240
409	-5238
410	-5238
411	-5239
412	-5239
413	-5240
414	-5240
415	-5241
416	-5241
417	-5242
418	-5242
419	-5243
420	-5243
421	-5244
422	-5244
423	-5245
424	-5245
425	-5246
426	-5246
427	-5247
428	-5247
429	-5248
430	-5248
431	-5237
432	-5237
433	-5238
434	-5238
435	-5239
436	-5239
437	-5240
438	-5240
439	-5240
440	-5240
441	-5240
442	-5240
443	-5240
444	-5240
445	-5240
446	-5240
447	-5242
448	-5242
449	-5240
450	-5240
451	-5240
452	-5240
453	-5242
454	-5242
455	-5245
456	-5245
457	-5246
458	-5246
459	-5247
460	-5247
461	-5248
462	-5248
463	-5247
464	-5247
465	-5247
466	-5247
467	-5251
468	-5251
469	-5254
470	-5254
471	-5251
472	-5251
473	-5254
474	-5254
475	-5255
476	-5255
477	-5254
478	-5254
479	-5254
480	-5254
481	-5258
482	-5258
483	-5262
484	-5262
485	-5264
486	-5264
487	-5265
488	-5265
489	-5265
490	-5265
491	-5265
492	-5265
493	-5265
494	-5265
495	-5265
496	-5265
497	-5266
498	-5266
499	-5265
500	-5265
501	-5265
502	-5265
503	-5269
504	-5269
505	-5270
506	-5270
507	-5269
508	-5269
509	-5270
510	-5270
511	-5270
512	-5270
513	-5267
514	-5267
515	-5267
516	-5267
517	-5269
518	-5269
519	-5270
520	-5270
521	-5373
522	-5373
523	-5373
524	-5373
525	-5373
526	-5373
527	-5373
528	-5373
529	-5373
530	-5373
531	-5373
532	-5373
533	-5373
534	-5373
535	-5373
536	-5373
537	-5373
538	-5373
539	-5373
540	-5373
541	-5373
542	-5373
543	-5373
544	-5373
545	-5373
546	-5373
547	-5373
548	-5373
549	-5373
550	-5373
551	-5373
552	-5373
553	-5373
554	-5373
555	-5373
556	-5373
557	-5384
558	-5384
559	-5373
560	-5373
561	-5373
562	-5373
563	-5384
564	-5384
565	-5384
566	-5384
567	-5385
568	-5385
569	-5386
570	-5386
571	-5387
572	-5387
573	-5384
574	-5384
575	-5384
576	-5384
577	-5384
578	-5384
579	-5387
580	-5387
581	-5396
582	-5396
583	-5397
584	-5397
585	-5394
586	-5394
587	-5395
588	-5395
589	-5396
590	-5396
591	-5397
592	-5397
593	-5398
594	-5398
595	-5395
596	-5395
597	-5396
598	-5396
599	-5397
600	-5397
601	-5397
602	-5397
603	-5397
604	-5397
605	-5398
606	-5398
607	-5396
608	-5396
609	-5397
610	-5397
611	-5402
612	-5402
613	-5402
614	-5402
615	-5403
616	-5403
617	-5405
618	-5405
619	-5405
620	-5405
621	-5406
622	-5406
623	-5396
624	-5396
625	-5373
626	-5373
627	-5373
628	-5373
629	-5373
630	-5373
631	-5373
632	-5373
633	-5373
634	-5373
635	-5373
636	-5373
637	-5373
638	-5373
639	-5373
640	-5373
641	-5373
642	-5373
643	-5365
644	-5365
645	-5366
646	-5366
647	-5367
648	-5367
649	-5368
650	-5368
651	-5369
652	-5369
653	-5370
654	-5370
655	-5373
656	-5373
657	-5373
658	-5373
659	-5373
660	-5373
661	-5373
662	-5373
663	-5373
664	-5373
665	-5373
666	-5373
667	-5373
668	-5373
669	-5373
670	-5373
671	-5373
672	-5373
673	-5373
674	-5373
675	-5373
676	-5373
677	-5373
678	-5373
679	-5373
680	-5373
681	-5374
682	-5374
683	-5378
684	-5378
685	-5376
686	-5376
687	-5380
688	-5380
689	-5378
690	-5378
691	-5384
692	-5384
693	-5384
694	-5384
695	-5384
696	-5384
697	-5384
698	-5384
699	-5386
700	-5386
701	-5384
702	-5384
703	-5385
704	-5385
705	-5386
706	-5386
707	-5387
708	-5387
709	-5391
710	-5391
711	-5391
712	-5391
713	-5390
714	-5390
715	-5391
716	-5391
717	-5395
718	-5395
719	-5396
720	-5396
721	-5397
722	-5397
723	-5395
724	-5395
725	-5396
726	-5396
727	-5397
728	-5397
729	-5398
730	-5398
731	-5402
732	-5402
733	-5403
734	-5403
735	-5402
736	-5402
737	-5402
738	-5402
739	-5403
740	-5403
741	-5404
742	-5404
743	-5405
744	-5405
745	-5406
746	-5406
747	-5395
748	-5395
749	-5396
750	-5396
751	-5397
752	-5397
753	-5397
754	-5397
755	-5397
756	-5397
757	-5396
758	-5396
759	-5397
760	-5397
761	-5402
762	-5402
763	-5402
764	-5402
765	-5402
766	-5402
767	-5405
768	-5405
769	-5402
770	-5402
771	-5403
772	-5403
773	-5406
774	-5406
775	-5405
776	-5405
777	-5406
778	-5406
779	-5405
780	-5405
781	-5406
782	-5406
783	-5406
784	-5406
785	-5414
786	-5414
787	-5414
788	-5414
789	-5414
790	-5414
791	-5406
792	-5406
793	-5414
794	-5414
795	-5415
796	-5415
797	-5414
