  -0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   2.9925310e-01	   6.9313167e-01	   4.6944387e-01	
   4.8167119e-01	   1.0000000e+00	   6.8981189e-01	
   6.6503082e-01	   7.4382311e-01	   1.3680229e-01	
   8.2880322e-01	   4.0129359e-01	  -3.3614261e-01	
   1.0000000e+00	  -1.5396253e-01	  -1.0000000e+00	
   8.7592227e-01	  -3.6426474e-01	  -2.7846853e-01	
   7.3972753e-01	  -5.8522746e-01	   2.7734317e-01	
   5.5381968e-01	  -7.4926774e-01	   9.4526506e-01	
   3.5013226e-01	  -5.5822760e-01	   6.5725249e-01	
  -0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
