0	-1736.56	0.501633
2	-1646.51	0.516544
4	-1722.81	0.587211
6	-1912.98	0.717424
8	-1961.4	0.913709
10	-1979.82	1.16548
12	-2121.76	1.44518
14	-2131.93	1.73152
16	-2100.28	2.00466
18	-2238.35	2.27299
20	-2121.42	2.54662
22	-2290.31	2.83593
24	-2540.33	3.13942
26	-2625.25	3.46071
28	-2577.2	3.80046
30	-2491.9	4.14853
32	-2274.13	4.48513
34	-2063.3	4.79382
36	-2175.04	5.06117
38	-2390.15	5.2722
40	-2432.68	5.45416
42	-2390.09	5.63333
44	-2431.29	5.82797
46	-2438.49	6.05688
48	-2491.48	6.31697
50	-2527.78	6.59277
52	-2419	6.87556
54	-2350.52	7.16461
56	-2415.92	7.44738
58	-2421.21	7.72575
60	-2392.64	7.99948
62	-2302.38	8.27117
64	-2415.12	8.5429
66	-2326	8.82163
68	-2379.78	9.10924
70	-2278.25	9.39535
72	-2313.33	9.6657
74	-2295.76	9.90967
76	-2352.06	10.1304
78	-2527.86	10.3348
80	-2499.09	10.5209
82	-2334.49	10.6904
84	-2498.1	10.8482
86	-2433.31	11.0012
88	-2496.91	11.1592
90	-2642.45	11.3284
92	-2523.2	11.5071
94	-2656.16	11.6939
96	-2883.84	11.8827
98	-2773.65	12.0804
100	-2534.55	12.2952
102	-2450.07	12.5345
104	-2348.6	12.7958
106	-2523.94	13.0763
108	-2897.37	13.3518
110	-3020.17	13.6161
112	-2839.65	13.8625
114	-2884.74	14.0756
116	-2901.88	14.27
118	-2923.33	14.4485
120	-3029.44	14.6186
122	-2896.95	14.786
124	-2696.15	14.9499
126	-2664.91	15.1111
128	-2899.81	15.276
130	-3012.68	15.4504
132	-3199.36	15.6431
134	-3304.44	15.8634
136	-3217.18	16.1066
138	-3000.65	16.3646
140	-2858.4	16.6177
142	-2970.25	16.8563
144	-3099.24	17.0805
146	-3023.53	17.2965
148	-2881.32	17.5032
150	-2702.71	17.7026
152	-2719.94	17.8932
154	-2900.97	18.082
156	-3098.58	18.2666
158	-3373.65	18.4462
160	-3424.36	18.6245
162	-3462.19	18.8057
164	-3515.58	18.9967
166	-3556.48	19.1993
168	-3568.38	19.4093
170	-3407.45	19.6203
172	-3045.39	19.8238
174	-3106.33	20.0178
176	-2782.63	20.2018
178	-3021.19	20.3823
180	-2999.37	20.5626
182	-3258.15	20.745
184	-3264.28	20.9237
186	-3261.32	21.0954
188	-3233.9	21.2549
190	-3354.36	21.4021
192	-3344.51	21.5433
194	-3365.02	21.6794
196	-3250.37	21.8092
198	-3207.4	21.9355
200	-3316.97	22.0623
202	-3380.53	22.1937
204	-3273.85	22.3345
206	-3142.96	22.4818
208	-3089	22.6365
210	-3166.79	22.8
212	-3457.88	22.9718
214	-3533.64	23.1456
216	-3536.46	23.3132
218	-3533.77	23.4713
220	-3310.27	23.6175
222	-3211.49	23.7557
224	-3285.03	23.8901
226	-3348.47	24.0247
228	-3381.98	24.1632
230	-3369.98	24.31
232	-3478.72	24.4632
234	-3497.46	24.6181
236	-3594.09	24.7735
238	-3666.18	24.9281
240	-3685.45	25.0814
242	-3687.48	25.2335
244	-3705.65	25.3842
246	-3713.97	25.5354
248	-3726.16	25.6869
250	-3714.5	25.8377
252	-3682.49	25.9898
254	-3398.57	26.1417
256	-3512.41	26.2944
258	-3593.13	26.4473
260	-3616.93	26.5993
262	-3646.71	26.749
264	-3658.97	26.8987
266	-3650.86	27.0489
268	-3587.25	27.1994
270	-3722.53	27.3519
272	-3835.88	27.506
274	-3875.14	27.6614
276	-3917.52	27.8156
278	-3920.48	27.9692
280	-3937.3	28.121
282	-3938.93	28.2707
284	-3943.82	28.4197
286	-3942.79	28.5683
288	-3948.49	28.7139
290	-3946.43	28.8516
292	-3623.75	28.9849
294	-3326.5	29.1169
296	-3523.64	29.25
298	-3801.95	29.3855
300	-3894.82	29.5232
302	-4171.53	29.6643
304	-4239.47	29.8124
306	-4245.58	29.967
308	-4250.78	30.1325
310	-4248.34	30.3142
312	-4235.74	30.504
314	-4106.45	30.6895
316	-3632.45	30.8603
318	-3478.63	31.0076
320	-3446.55	31.1388
322	-3472.05	31.2802
324	-3473.18	31.4412
326	-3557.86	31.615
328	-3666.88	31.7666
330	-3729.34	31.8808
332	-3847	31.9632
334	-3896.65	32.0273
336	-3855.46	32.0973
338	-3843.72	32.2053
340	-3835.48	32.3489
342	-3955.63	32.5252
344	-4069.54	32.7317
346	-4124.82	32.9577
348	-3958.19	33.1983
350	-3774.73	33.4607
352	-3602.78	33.7369
354	-3577.85	34.0148
356	-3504.44	34.2911
358	-3469.25	34.565
360	-3532.2	34.8282
362	-3576.18	35.0782
364	-3538.77	35.3037
366	-3536.99	35.4924
368	-3683.3	35.6324
370	-3663.74	35.7193
372	-3673.74	35.7746
374	-3680.96	35.8099
376	-3673.28	35.8344
378	-3738.92	35.8165
380	-3708.37	35.7827
382	-3669.42	35.8034
384	-3912.15	35.9346
386	-3919.86	36.2526
388	-3913.97	36.7666
390	-3915.78	37.3561
392	-3892.41	37.9388
394	-3864.39	38.442
396	-3896.75	38.8517
398	-3997.42	39.2194
400	-4203.08	39.5768
402	-4202.87	39.9392
404	-4206.87	40.3017
406	-4164.75	40.6574
408	-3958.5	40.9755
410	-3604.45	41.1467
412	-3755.16	41.2795
414	-3748.84	41.4285
416	-3739.15	41.6207
418	-3747.81	41.8338
420	-3702.58	42.0624
422	-3702.3	42.2825
424	-3863.86	42.4955
426	-3908.32	42.6981
428	-3916.62	42.9118
430	-3897.13	43.1303
432	-3826.78	43.3621
434	-3713.35	43.6089
436	-3790.52	43.8293
438	-3639.43	44.0772
440	-3691.66	44.3233
442	-3588.31	44.5283
444	-3678.07	44.6477
446	-3770.22	44.6906
448	-3908.32	44.7115
450	-4198.28	44.7749
452	-4363.01	44.9513
454	-4344.84	45.2327
456	-4054.8	45.5824
458	-4099.21	45.9399
460	-3911.75	46.2605
462	-3943.59	46.5371
464	-4182.31	46.801
466	-4091	47.0893
468	-3898.78	47.4251
470	-3880.91	47.7755
472	-3935.87	48.1486
474	-3957.07	48.5257
476	-3837.76	48.9123
478	-3691.81	49.2914
480	-3813.77	49.6624
482	-4016.98	50.024
484	-4017.78	50.3675
486	-4048.92	50.6938
488	-4020.91	50.9978
490	-3987.42	51.2871
492	-3933.63	51.5529
