   0.0000000e+00	   0.0000000e+00	             Inf	   6.9714800e-29	
   1.0000000e+00	   2.3654642e-06	   4.2275000e+05	   5.7152501e-01	
   2.0000000e+00	   4.7309284e-06	   2.1137500e+05	   7.5022643e-02	
   3.0000000e+00	   7.0963927e-06	   1.4091667e+05	   7.9282646e-01	
   4.0000000e+00	   9.4618569e-06	   1.0568750e+05	   5.6188692e+00	
   5.0000000e+00	   1.1827321e-05	   8.4550000e+04	   5.2928513e-01	
   6.0000000e+00	   1.4192785e-05	   7.0458333e+04	   2.2463901e-01	
   7.0000000e+00	   1.6558250e-05	   6.0392857e+04	   5.3161436e-01	
   8.0000000e+00	   1.8923714e-05	   5.2843750e+04	   4.3664269e-01	
   9.0000000e+00	   2.1289178e-05	   4.6972222e+04	   6.4999532e-01	
   1.0000000e+01	   2.3654642e-05	   4.2275000e+04	   4.1762899e-01	
   1.1000000e+01	   2.6020106e-05	   3.8431818e+04	   1.3569820e+00	
   1.2000000e+01	   2.8385571e-05	   3.5229167e+04	   5.0336784e-02	
   1.3000000e+01	   3.0751035e-05	   3.2519231e+04	   1.1342910e-02	
   1.4000000e+01	   3.3116499e-05	   3.0196429e+04	   6.4614265e-02	
   1.5000000e+01	   3.5481963e-05	   2.8183333e+04	   6.9140136e-01	
   1.6000000e+01	   3.7847428e-05	   2.6421875e+04	   8.1115257e-02	
   1.7000000e+01	   4.0212892e-05	   2.4867647e+04	   1.6292608e-01	
   1.8000000e+01	   4.2578356e-05	   2.3486111e+04	   1.4422802e-01	
   1.9000000e+01	   4.4943820e-05	   2.2250000e+04	   4.6315312e-01	
   2.0000000e+01	   4.7309284e-05	   2.1137500e+04	   3.0718180e-01	
   2.1000000e+01	   4.9674749e-05	   2.0130952e+04	   9.3838918e-02	
   2.2000000e+01	   5.2040213e-05	   1.9215909e+04	   4.0634589e-02	
   2.3000000e+01	   5.4405677e-05	   1.8380435e+04	   1.6981933e-01	
   2.4000000e+01	   5.6771141e-05	   1.7614583e+04	   1.8152740e-01	
   2.5000000e+01	   5.9136606e-05	   1.6910000e+04	   4.0196281e-03	
   2.6000000e+01	   6.1502070e-05	   1.6259615e+04	   1.4939965e-02	
   2.7000000e+01	   6.3867534e-05	   1.5657407e+04	   2.7409151e-02	
   2.8000000e+01	   6.6232998e-05	   1.5098214e+04	   8.1440107e-02	
   2.9000000e+01	   6.8598462e-05	   1.4577586e+04	   2.2368884e-02	
   3.0000000e+01	   7.0963927e-05	   1.4091667e+04	   2.8160881e-02	
   3.1000000e+01	   7.3329391e-05	   1.3637097e+04	   1.3666824e-03	
   3.2000000e+01	   7.5694855e-05	   1.3210938e+04	   1.6986737e-02	
   3.3000000e+01	   7.8060319e-05	   1.2810606e+04	   1.3205927e-02	
   3.4000000e+01	   8.0425784e-05	   1.2433824e+04	   3.4580618e-02	
   3.5000000e+01	   8.2791248e-05	   1.2078571e+04	   9.1799383e-02	
   3.6000000e+01	   8.5156712e-05	   1.1743056e+04	   3.1597877e-03	
   3.7000000e+01	   8.7522176e-05	   1.1425676e+04	   5.6050584e-03	
   3.8000000e+01	   8.9887640e-05	   1.1125000e+04	   2.8599086e-02	
   3.9000000e+01	   9.2253105e-05	   1.0839744e+04	   7.1099358e-02	
   4.0000000e+01	   9.4618569e-05	   1.0568750e+04	   1.1218464e-03	
   4.1000000e+01	   9.6984033e-05	   1.0310976e+04	   1.0802843e-02	
   4.2000000e+01	   9.9349497e-05	   1.0065476e+04	   3.1233577e-03	
   4.3000000e+01	   1.0171496e-04	   9.8313953e+03	   1.5372306e-02	
   4.4000000e+01	   1.0408043e-04	   9.6079545e+03	   1.6400033e-02	
   4.5000000e+01	   1.0644589e-04	   9.3944444e+03	   3.4887593e-02	
   4.6000000e+01	   1.0881135e-04	   9.1902174e+03	   3.8763343e-03	
   4.7000000e+01	   1.1117682e-04	   8.9946809e+03	   1.0127170e-02	
   4.8000000e+01	   1.1354228e-04	   8.8072917e+03	   5.9646280e-03	
   4.9000000e+01	   1.1590775e-04	   8.6275510e+03	   5.4000445e-03	
   5.0000000e+01	   1.1827321e-04	   8.4550000e+03	   2.4457475e-03	
   5.1000000e+01	   1.2063868e-04	   8.2892157e+03	   1.1255040e-02	
   5.2000000e+01	   1.2300414e-04	   8.1298077e+03	   2.2163522e-03	
   5.3000000e+01	   1.2536960e-04	   7.9764151e+03	   4.4900705e-03	
   5.4000000e+01	   1.2773507e-04	   7.8287037e+03	   7.7589951e-03	
   5.5000000e+01	   1.3010053e-04	   7.6863636e+03	   3.0223846e-03	
   5.6000000e+01	   1.3246600e-04	   7.5491071e+03	   8.5797644e-03	
   5.7000000e+01	   1.3483146e-04	   7.4166667e+03	   2.0790925e-02	
   5.8000000e+01	   1.3719692e-04	   7.2887931e+03	   7.3304813e-03	
   5.9000000e+01	   1.3956239e-04	   7.1652542e+03	   8.0370333e-03	
   6.0000000e+01	   1.4192785e-04	   7.0458333e+03	   7.3092795e-03	
   6.1000000e+01	   1.4429332e-04	   6.9303279e+03	   7.9259853e-03	
   6.2000000e+01	   1.4665878e-04	   6.8185484e+03	   9.0722252e-03	
   6.3000000e+01	   1.4902425e-04	   6.7103175e+03	   1.6714419e-02	
   6.4000000e+01	   1.5138971e-04	   6.6054688e+03	   6.1116249e-03	
   6.5000000e+01	   1.5375517e-04	   6.5038462e+03	   1.3691404e-02	
   6.6000000e+01	   1.5612064e-04	   6.4053030e+03	   2.1930335e-03	
   6.7000000e+01	   1.5848610e-04	   6.3097015e+03	   1.5633026e-03	
   6.8000000e+01	   1.6085157e-04	   6.2169118e+03	   4.4716864e-03	
   6.9000000e+01	   1.6321703e-04	   6.1268116e+03	   2.9961376e-03	
   7.0000000e+01	   1.6558250e-04	   6.0392857e+03	   1.0411969e-02	
   7.1000000e+01	   1.6794796e-04	   5.9542254e+03	   1.3780868e-03	
   7.2000000e+01	   1.7031342e-04	   5.8715278e+03	   1.7913993e-03	
   7.3000000e+01	   1.7267889e-04	   5.7910959e+03	   1.5939459e-02	
   7.4000000e+01	   1.7504435e-04	   5.7128378e+03	   5.8257837e-03	
   7.5000000e+01	   1.7740982e-04	   5.6366667e+03	   2.6790980e-03	
   7.6000000e+01	   1.7977528e-04	   5.5625000e+03	   1.9380732e-03	
   7.7000000e+01	   1.8214075e-04	   5.4902597e+03	   5.2823773e-04	
   7.8000000e+01	   1.8450621e-04	   5.4198718e+03	   2.9965837e-03	
   7.9000000e+01	   1.8687167e-04	   5.3512658e+03	   1.8780065e-02	
   8.0000000e+01	   1.8923714e-04	   5.2843750e+03	   3.1650088e-03	
