  -7.5602717e+02	   3.0000000e+00	   4.4800411e+02	
  -7.3539641e+02	   3.1000000e+00	   4.1015387e+02	
  -7.1603599e+02	   3.2000000e+00	   3.7531288e+02	
  -6.9783131e+02	   3.3000000e+00	   3.4332503e+02	
  -6.8068123e+02	   3.4000000e+00	   3.1404531e+02	
  -6.6449610e+02	   3.5000000e+00	   2.8733884e+02	
  -6.4919619e+02	   3.6000000e+00	   2.6308002e+02	
  -6.3471032e+02	   3.7000000e+00	   2.4115164e+02	
  -6.2097481e+02	   3.8000000e+00	   2.2144428e+02	
  -6.0793244e+02	   3.9000000e+00	   2.0385558e+02	
  -5.9553170e+02	   4.0000000e+00	   1.8828967e+02	
  -5.8372607e+02	   4.1000000e+00	   1.7465669e+02	
  -5.7247343e+02	   4.2000000e+00	   1.6287227e+02	
  -5.6173558e+02	   4.3000000e+00	   1.5285713e+02	
  -5.5147774e+02	   4.4000000e+00	   1.4453665e+02	
  -5.4166823e+02	   4.5000000e+00	   1.3784056e+02	
  -5.3227808e+02	   4.6000000e+00	   1.3270259e+02	
  -5.2328080e+02	   4.7000000e+00	   1.2906018e+02	
  -5.1465208e+02	   4.8000000e+00	   1.2685424e+02	
  -5.0636958e+02	   4.9000000e+00	   1.2602885e+02	
  -4.9841273e+02	   5.0000000e+00	   1.2653107e+02	
  -4.9076257e+02	   5.1000000e+00	   1.2831076e+02	
  -4.8340160e+02	   5.2000000e+00	   1.3132032e+02	
  -4.7631361e+02	   5.3000000e+00	   1.3551459e+02	
  -4.6948359e+02	   5.4000000e+00	   1.4085065e+02	
  -4.6289763e+02	   5.5000000e+00	   1.4728768e+02	
  -4.5654278e+02	   5.6000000e+00	   1.5478682e+02	
  -4.5040701e+02	   5.7000000e+00	   1.6331107e+02	
  -4.4447911e+02	   5.8000000e+00	   1.7282516e+02	
  -4.3874862e+02	   5.9000000e+00	   1.8329541e+02	
  -4.3320578e+02	   6.0000000e+00	   1.9468970e+02	
